_id,SL No,Ward No,Ward Name,Bus Stops,LATITUDE,LONGITUDE
848,848,Outside BBMP Limits,Outside BBMP Limits,"K Mallasandra,IN FRONT OF SRI RENUKA YALLAMMA TEMPLE",13.0080744,77.78422444
849,849,Outside BBMP Limits,Outside BBMP Limits,"Koraluru,KORALURU,IN FRONT OF CONVENTION HALL",12.99612,77.783737
850,850,Outside BBMP Limits,Outside BBMP Limits,"Jn of Soukya Hospital,IN FRONT OF POLICE STATION",12.987912,77.782036
851,851,Outside BBMP Limits,Outside BBMP Limits,"Arehalli,OPPOSITE OF ASHWATHA KATTE",12.937372,77.829901
852,852,Outside BBMP Limits,Outside BBMP Limits,"Arehalli Cross,IN FRONT OF ALADAMARA",12.942251,77.836547
853,853,Outside BBMP Limits,Outside BBMP Limits,"Matta mallasandra,IN FRONT OF RESIDENTIAL AREA",12.947488,77.833959
854,854,Outside BBMP Limits,Outside BBMP Limits,"Medi Mallasandra,IN FRONT OF K.K.MOBILE CENTER",12.952853,77.830161
855,855,Outside BBMP Limits,Outside BBMP Limits,"Obalapura,OPPOSITE OF ALADAMARA",12.956188,77.824191
856,856,Outside BBMP Limits,Outside BBMP Limits,"Anugondanahalli Cross,IN FRONT OF GOVT. HOSPITAL",12.958923,77.815954
857,857,Outside BBMP Limits,Outside BBMP Limits,"Dunnasandra Cross,OPPOSITE OF SHRUNGA VIDYALAYA",12.976021,77.820265
858,858,Outside BBMP Limits,Outside BBMP Limits,"Dunnasandra,OPPOSITE OF GOVT. SCHOOL",12.976809,77.81673
859,859,Outside BBMP Limits,Outside BBMP Limits,"Bhodana Hosahalli,IN FRONT OF GOVT. MILK DAIRY",12.978778,77.802382
860,860,Outside BBMP Limits,Outside BBMP Limits,"Samethanahalli,OPPOSITE OF ALADAMARA",12.979811,77.791682
861,861,Outside BBMP Limits,Outside BBMP Limits,"Thirumalashettyhalli Cross,IN FRONT OF MAYURI BAKERY & SWEETS",12.986048,77.781122
864,864,Outside BBMP Limits,Outside BBMP Limits,"Jigala cross,ATTIBELE,OPPOSITE OF MAYURA BAKERY & SWEETS",12.781936,77.771828
867,867,Outside BBMP Limits,Outside BBMP Limits,"Medahalli,SARJAPURA HOBLI,OPPOSITE OF MILK PRODUCT CO-OPERATIVE SOCIETY",12.823553,77.786042
873,873,Outside BBMP Limits,Outside BBMP Limits,Sompura Gate,12.861905,77.772019
874,874,Outside BBMP Limits,Outside BBMP Limits,Yamare,12.872257,77.766386
875,875,Outside BBMP Limits,Outside BBMP Limits,Chambenahalli,12.879357,77.76156
876,876,Outside BBMP Limits,Outside BBMP Limits,Dommasandra,12.879381,77.753761
877,877,Outside BBMP Limits,Outside BBMP Limits,"Dommasandra Circle,DOMMASANDRA,IN FRONT OF AVADHOOTH SHRI GURU GOVARDHAN SWAMI ASHRAM",12.883514,77.752211
878,878,Outside BBMP Limits,Outside BBMP Limits,"Green Wood School,HEGGONDANA HALLI, GUNJURU POST,OPPOSITE OF GREEN WOOD HIGH SCHOOL",12.900764,77.747761
879,879,Outside BBMP Limits,Outside BBMP Limits,"Heggondanhalli,GUNJURU,IN FRONT OF MILK PRODUCT CO-OPERATIVE SOCIETY",12.905715,77.746483
880,880,Outside BBMP Limits,Outside BBMP Limits,"Harohalli,HUSKURU POST, SARJAPURA HOBLI,BESIDE GOVT. SCHOOL & RESIDENTIAL AREA",12.862371,77.720001
881,881,Outside BBMP Limits,Outside BBMP Limits,"Chokkasandra,HUSKURU POST, SARJAPURA HOBLI,BEHIND THIMMARAYA SWAMI TEMPLE",12.871687,77.721547
882,882,Outside BBMP Limits,Outside BBMP Limits,"Avalahalli Huskuru,SARJAPURA, HOBLI,OPPOSITE OF SHRI RENUKA YALLAMMA DEVI TEMPLE",12.869959,77.71186
883,883,Outside BBMP Limits,Outside BBMP Limits,"Huskur,SARJAPURA,IN FRONT OF SRI MADDORAMMA DEVI TEMPLE",12.861387,77.705247
884,884,Outside BBMP Limits,Outside BBMP Limits,"Laxmi Farm ,CHIKKA NAGAMANGALA,OPPOSITE OF B.M.T.C. DEPOTE-38",12.848943,77.692508
887,887,Outside BBMP Limits,Outside BBMP Limits,"karpoora,ANEKAL TALUK,IN FRONT OF SRI RAMA TEMPLE",12.727049,77.720118
892,892,Outside BBMP Limits,Outside BBMP Limits,"Kempu Dommasandra,Near Anekal",12.68311,77.705232
894,894,Outside BBMP Limits,Outside BBMP Limits,"Jigani APC Circle,ANEKAL TALUK,OPPOSITE OF HOTEL R.V.INTERNATIONAL",12.779013,77.643392
895,895,Outside BBMP Limits,Outside BBMP Limits,Jigani,12.784143,77.640199
896,896,Outside BBMP Limits,Outside BBMP Limits,Jigani Tent,12.787526,77.632759
897,897,Outside BBMP Limits,Outside BBMP Limits,Koppa Gate Bannergatta Road,12.796437,77.615713
898,898,Outside BBMP Limits,Outside BBMP Limits,Sakalwara,12.820989,77.609041
899,899,Outside BBMP Limits,Outside BBMP Limits,Tuliph Resort,12.823797,77.598457
902,902,Outside BBMP Limits,Outside BBMP Limits,SIEMENS,12.844602,77.66022
903,903,Outside BBMP Limits,Outside BBMP Limits,"Wipro gate ,ELECTRONIC CITY,OPPOSITE OF AMERICAN POWER CONVERSION INDIA PRIVATE LIMITED",12.838964,77.658606
904,904,Outside BBMP Limits,Outside BBMP Limits,Neeladri Park,12.841475,77.647749
905,905,Outside BBMP Limits,Outside BBMP Limits,Dodda Toogur Cross,12.843436,77.644079
906,906,Outside BBMP Limits,Outside BBMP Limits,Bettadasanapura,12.841621,77.632053
907,907,Outside BBMP Limits,Outside BBMP Limits,"Jigani,JIGANI HOBLI, ANEKAL TALUK,IN FRONT OF MUNISWAMY REDDY BUILDING",12.779326,77.644149
908,908,Outside BBMP Limits,Outside BBMP Limits,"Jigani Bus Stand,JIGANI HOBLI, ANEKAL TALUK,IN FRONT OF HARSHA SAGAR HOTEL",12.77974,77.643339
911,911,Outside BBMP Limits,Outside BBMP Limits,"Alappanahalli,ALAPPANAHALLI,BESIDE PITTY SHOP",13.102144,77.777769
913,913,Outside BBMP Limits,Outside BBMP Limits,"Yanagunte,YENGUNTE,OPPOSITE OF DOOR NO 35",13.157792,77.790693
914,914,Outside BBMP Limits,Outside BBMP Limits,"Sulibele Hoskote,SULIBELE,OPPOSITE OF THIRUMALA MEDICALS",13.186848,77.803058
915,915,Outside BBMP Limits,Outside BBMP Limits,"Bendiganahalli Cross,BENDIGANAHALLI",13.206439,77.834554
916,916,Outside BBMP Limits,Outside BBMP Limits,"Thaniyur,THANIYURU,OPPOSITE OF GOVT. PRIMARY SCHOOL",13.226113,77.836403
917,917,Outside BBMP Limits,Outside BBMP Limits,"Byrasandra,BYRASANDRA,OPPOSITE OF ANJANEYA TEMPLE",13.237695,77.847381
918,918,Outside BBMP Limits,Outside BBMP Limits,"Jangama Kote,JANGAMA,OPPOSITE OF POLICE STATION",13.26187,77.846646
919,919,Outside BBMP Limits,Outside BBMP Limits,"Venkatapura Gate,J VENKATAPURA,OPPOSITE OF SOCIETY",13.280019,77.820345
921,921,Outside BBMP Limits,Outside BBMP Limits,"Vasudevapura,VASUDEVAPURA,BESIDE REDDY GARAGE",12.79789,77.521214
922,922,Outside BBMP Limits,Outside BBMP Limits,"Gulaka Malai,GULAKAMALE,OPPOSITE OF GRAMA PANCHAYAT OFFICE",12.797553,77.523286
923,923,Outside BBMP Limits,Outside BBMP Limits,"Nallakkanadoddi cross,GULAKAMALE,BESIDE CADABAM'S",12.798175,77.525947
924,924,Outside BBMP Limits,Outside BBMP Limits,"Central Reserve Police Force,GUTTEPALYA,OPPOSITE OF TRAINING SCHOOL",12.795494,77.539045
925,925,Outside BBMP Limits,Outside BBMP Limits,Byatarayana Doddi Cross,12.803751,77.54353
926,926,Outside BBMP Limits,Outside BBMP Limits,"Hakki Pikki Colony,BHOOTANAHALLI,OPPOSITE OF OVERHEAD TANK",12.802536,77.558969
927,927,Outside BBMP Limits,Outside BBMP Limits,Kyasaraguppe,12.816803,77.566927
928,928,Outside BBMP Limits,Outside BBMP Limits,"Bannerughatta,BANNERGHATTA,IN FRONT OF MAHADESHWARA BAKERY",12.813812,77.580854
929,929,Outside BBMP Limits,Outside BBMP Limits,Sarala Birla Academy,12.81151,77.584699
930,930,Outside BBMP Limits,Outside BBMP Limits,Jangal Palya,12.802401,77.596576
931,931,Outside BBMP Limits,Outside BBMP Limits,Mantapa Cross,12.798668,77.601452
932,932,Outside BBMP Limits,Outside BBMP Limits,Ragihalli Gate,12.800332,77.598903
933,933,Outside BBMP Limits,Outside BBMP Limits,Begihalli,12.797797,77.604075
934,934,Outside BBMP Limits,Outside BBMP Limits,Chikka Thirupathi,12.895106,77.866972
935,935,Outside BBMP Limits,Outside BBMP Limits,"Ganagaluru cross,GANGALURU,BESIDE ASHWATHA KATTE & FIELDS",12.893413,77.850229
936,936,Outside BBMP Limits,Outside BBMP Limits,"Baguru,BAGURU,OPPOSITE OF WATER TANK",12.896788,77.841853
937,937,Outside BBMP Limits,Outside BBMP Limits,Mugaluru,12.894859,77.820942
938,938,Outside BBMP Limits,Outside BBMP Limits,Dodda Thimmasandra,12.878872,77.812893
939,939,Outside BBMP Limits,Outside BBMP Limits,Mahal Chowdadenahalli,12.871913,77.808012
940,940,Outside BBMP Limits,Outside BBMP Limits,Thindlu Cross,12.860316,77.798861
943,943,Outside BBMP Limits,Outside BBMP Limits,BHEL,12.844856,77.660078
944,944,Outside BBMP Limits,Outside BBMP Limits,"Velankani Electronic City,Electronic City",12.851214,77.657608
945,945,Outside BBMP Limits,Outside BBMP Limits,Infosys Parking Lot,12.849729,77.663058
946,946,1,Kempegowda,"Yelahanka,YELAHANKA,BESIDE WATER TANK",13.100845,77.594573
947,947,1,Kempegowda,"Kogilu Cross Kannur,YELAHANKA,BESIDE OPEN AREA",13.103642,77.60097
948,948,1,Kempegowda,"Maruthi Nagara Kannur Road,YELAHANKA,BESIDE SRINIVASA MEDICALS",13.104418,77.605199
950,950,1,Kempegowda,"Palanahalli Gate,OPPOSITE OF ANJANEYA TEMPLE",13.116863,77.608375
951,951,1,Kempegowda,"Venkatala,YELAHANKA,IN FRONT OF MARUTI SUZIKI BIMAL AUTO AGENCY",13.110821,77.604774
952,952,1,Kempegowda,Kendriya Vihara Yelahanka,13.103278,77.599971
953,953,1,Kempegowda,YELAHANKA,13.098905,77.597391
955,955,1,Kempegowda,"Kogilu Cross Devanahalli Main Road,YELAHANKA,BESIDE OPEN AREA",13.103853,77.600112
956,956,1,Kempegowda,"Venkatala,VENKATALA,BESIDE OPEN AREA",13.11134,77.604596
957,957,1,Kempegowda,"Palanahalli Gate,YELAHANKA,IN FRONT OF ANJANEYA TEMPLE",13.117113,77.608041
958,958,1,Kempegowda,"Bagaluru Cross,BESIDE OPEN AREA",13.121813,77.61147
960,960,2,Chowdeshwari,Yelahanaka NES Office,13.097705,77.591831
961,961,2,Chowdeshwari,"Nagenahalli Gate,IN FRONT OF HUNASEMARA",13.12998,77.571507
962,962,2,Chowdeshwari,"CRPF,BESIDE C.R.P.F.",13.123427,77.57533
963,963,2,Chowdeshwari,"Anantapura Gate,YELAHANKA,IN FRONT OF D.G.PLANT STAFF COLONY",13.114949,77.578974
964,964,2,Chowdeshwari,"Puttenahalli Yelhanka,YELAHANKA,IN FRONT OF BYRAVESWARA TEMPLE",13.10976,77.580348
965,965,2,Chowdeshwari,"Wheel And Axle Plant,YELAHANKA,IN FRONT OF RAILWAY HOSPITAL",13.106043,77.582243
966,966,2,Chowdeshwari,"Escorts Yalahanka Road,YELAHANKA,BESIDE FEDERAL MOGUL GOETZE INDIA",13.102756,77.585697
967,967,3,Atturu,Yelahanka Satelite Town 5th Phase,13.105763,77.572568
968,968,3,Atturu,Yelahanka Bakery,13.107055,77.575857
969,969,3,Atturu,Government School,13.103305,77.576828
970,970,3,Atturu,"Nethravathi,BEST COLONY,BESIDE RESIDENTIAL AREA",13.089869,77.542448
971,971,3,Atturu,"Sambhram College,M.S.PALYA,BESIDE SRI DURGA SWEETS",13.088387,77.546736
972,972,3,Atturu,"Betta Halli Layout,DODDA BETTAHALLI LAYOUT,BESIDE AKSHAYA HAIR STYLE",13.092415,77.559487
973,973,3,Atturu,"Chikkabettahalli,CHIKKA BETTAHALLI,BESIDE SRI KRISHNA IYENGARS BAKERY & SWEETS",13.089402,77.556302
974,974,3,Atturu,"Doddabettahalli,DODDA BETTAHALLI,BESIDE MARAMMA TEMPLE",13.094162,77.55462
975,975,3,Atturu,"MS Palya,MOHAMMAD SAB PALYA,BESIDE NEW MADINA HOTEL",13.081763,77.548432
976,976,3,Atturu,"Jalli Machine,CHOWDESHWARI NAGARA,BESIDE RESIDENTIAL AREA",13.085844,77.555796
977,977,3,Atturu,Atturu,13.106582,77.565647
978,978,3,Atturu,Yelahanka Satelite Town 4th Phase,13.105845,77.572445
979,979,4,Yelahanka Satellite Town,Mother Dairy,13.099478,77.576913
980,980,4,Yelahanka Satellite Town,Yelahanka Satellite Town,13.0961,77.578808
981,981,4,Yelahanka Satellite Town,Chikka Bommasandra,13.094149,77.582734
982,982,4,Yelahanka Satellite Town,Sharavathi Hotel,13.097694,77.584203
983,983,4,Yelahanka Satellite Town,Sheshadripuram College,13.099711,77.588641
984,984,4,Yelahanka Satellite Town,Yelahanka Police Station,13.094036,77.594393
986,986,4,Yelahanka Satellite Town,"Dairy Circle Yalahanka New Town,YELAHANKA NEW TOWN,BESIDE DAZZLE SUPER MARKET",13.099188,77.576719
987,987,5,Jakkuru,"18th Cross Srirampura,AMRUTHAHALLI,BESIDE APARTMENTS",13.069047,77.603366
988,988,5,Jakkuru,"Srirampura Cross,JAKKURU,BESIDE MAHATMA GANDHI INSTITUTE OF RURAL ENERGY & DEVELOPMENT",13.066626,77.609547
989,989,5,Jakkuru,"Srirampura,SRIRAMPURA,BESIDE MESTRIPALYA LAKE",13.065813,77.620154
990,990,5,Jakkuru,Kannuru,13.092861,77.654517
991,991,5,Jakkuru,"Spathagiri Layout,BESIDE OPEN AREA",13.104577,77.610329
992,992,5,Byatarayanapura,Kogilu,13.103482,77.61635
993,993,5,Jakkuru,"Srinivasapura Cross,KOGILU,BESIDE OXFORD ENGLISH SCHOOL",13.103497,77.62331
994,994,5,Jakkuru,"Ittige Factory,BELAHALLI,BESIDE OPEN AREA",13.102556,77.628886
995,995,5,Jakkuru,"Bellahalli Cross,BELAHALLI,BESIDE OPEN AREA",13.101471,77.635978
996,996,5,Jakkuru,"Bella Halli,BELAHALLI,BESIDE PUNCTURE SHOP",13.099246,77.642127
998,998,5,Jakkuru,"Hunasamarenahalli,IN FRONT OF LIFE LINE PHARMA",13.143756,77.617583
999,999,5,Jakkuru,"Bharathi Nagara,IN FRONT OF AMM CAR AUTO ACCESSORIES",13.137423,77.617657
1000,1000,5,Jakkuru,"IAF,OPPOSITE OF I.A.F.GATE",13.13126,77.615417
1001,1001,5,Jakkuru,"Jn of Srirampura Road,NARAYANPURA,IN FRONT OF RAILWAY GATE",13.07183105,77.61890508
1003,1003,5,Jakkuru,"Telecom Layout,TELECOM LAYOUT,BESIDE PARK",13.067933,77.616686
1004,1004,5,Jakkuru,Jawaharlal Nehru Research Centre,13.067952,77.61069
1006,1006,5,Jakkuru,"Dwaraka Nagara,DWARAKANAGARA,BESIDE LAKSHMI WINES",13.121344,77.617975
1007,1007,5,Jakkuru,"Kattigenahalli,KOTTIGENAHALLI,BESIDE RAGHAVENDRA DARSHINI",13.12190878,77.62575095
1008,1008,5,Jakkuru,"Reva College,KOTTIGENAHALLI,BESIDE OPEN AREA",13.12227374,77.63028852
1010,1010,5,Jakkuru,"Shrinivasapura Cross,SRINIVASAPURA,BESIDE OPEN AREA",13.126118,77.645175
1011,1011,5,Jakkuru,"Venkateshwara Nagara,VENKATESHWARA NAGARA,IN FRONT OF COMMON TREADS GARMENTS",13.0748,77.619033
1014,1014,5,Jakkuru,"KNS College,K.N.S.,IN FRONT OF K.N.S.INSTITUTE OF TECHNOLOGY",13.0888,77.635465
1015,1015,5,Jakkuru,Chokkanahalli,13.084678,77.634812
1016,1016,5,Jakkuru,Noor Nagara,13.079941,77.634066
1017,1017,5,Jakkuru,"Agrahara Layout,AGRAHARA,IN FRONT OF GOVERNMENT SCHOOL",13.098327,77.627209
1018,1018,5,Jakkuru,"Agrahara Yalahanka,AGRAHARA,IN FRONT OF VENUGOPALA SWAMI TEMPLE",13.091055,77.619422
1019,1019,6,Thanisandra,"Mestripalya,MESTRIPALYA,IN FRONT OF CHURCH",13.061284,77.620298
1020,1020,6,Thanisandra,"Rachenahalli Hegde Nagar,RACHENAHALLI,OPPOSITE OF DR.B.R.AMBEDKAR  YUVKAR SANGHA",13.058013,77.623569
1021,1021,6,Thanisandra,"Tanisandra,THANISANDRA,OPPOSITE OF IYENGAR BAKERY",13.05597,77.632355
1022,1022,6,Thanisandra,Ashwathanagara Nagawara,13.052278,77.631046
1023,1023,6,Thanisandra,Sarai Palya Nagawar,13.047243,77.62862
1024,1024,6,Thanisandra,Ramakrishna Hegde Nagara,13.072301,77.633749
1025,1025,6,Thanisandra,Narayanapura Cross,13.067619,77.633647
1028,1028,6,Thanisandra,SBI Bank,13.068169,77.628962
1029,1029,6,Thanisandra,Koli Farm Hegade Nagara Road,13.07622,77.633753
1030,1030,6,Thanisandra,"DASARAHALLI,DASARAHALLI,BESIDE ANNAPORNA TEMPLE",13.056382,77.611566
1031,1031,6,Thanisandra,"Mariyappana Palya,DASARAHALLI,OPPOSITE OF JYOTHI BAKERY",13.049028,77.611932
1032,1032,6,Thanisandra,"Veeranna Palya,VEERANNAPALYA,OPPOSITE OF RING ROAD BRIDGE",13.042387,77.613601
1033,1033,6,Thanisandra,"Manyatha Tech Park,NAGAVARA,IN FRONT OF IBM MANYATA EMBASSY BUSINESS PARK",13.04121887,77.62077437
1035,1035,7,Byatarayanapura,"Byatarayana Pura,BYATARAYANAPURA,BESIDE GOVERNMENT SCHOOL",13.067227,77.593573
1036,1036,7,Byatarayanapura,SBM ATM,13.066561,77.596088
1037,1037,7,Byatarayanapura,"Amrutahalli,AMRUTHAHALLI,BESIDE S.L.J. IYENGAR BAKERY & SWEETS",13.065779,77.600796
1038,1038,7,Byatarayanapura,Jakkur Layout,13.06947,77.601735
1039,1039,7,Byatarayanapura,"Military Dairy Farm,BESIDE MILITARY COMPOUND",13.049347,77.592849
1042,1042,7,Byatarayanapura,Allalasandra Gate Yalahanka,13.087016,77.59386
1043,1043,7,Byatarayanapura,Aerodrum Devanahalli Road,13.07687,77.593
1044,1044,7,Byatarayanapura,GKVK,13.072825,77.592965
1045,1045,7,Byatarayanapura,Byatarayana Pura,13.066565,77.593378
1046,1046,7,Byatarayanapura,Kodigehalli,13.056825,77.593656
1047,1047,7,Byatarayanapura,"Military Dairy Farm,BESIDE ESTEEM MALL",13.049663,77.592687
1048,1048,7,Byatarayanapura,"Hebbala Bridge,HEBBALA,OPPOSITE OF GAYATHRI LAKE FRONT",13.042794,77.591852
1049,1049,7,Byatarayanapura,"Kempapura,HEBBALA,IN FRONT OF BHAVANI ENTERPRISES",13.043741,77.600949
1050,1050,8,Kodigehalli,"Hebbala Bridge,HEBBALA,BESIDE LAKE",13.043679,77.590506
1052,1052,8,Kodigehalli,"Lotte Gollahalli,LOTTEGOLLAHALLI,BESIDE SRI GANESHA UPAHARA",13.049419,77.567619
1053,1053,8,Kodigehalli,"Devi Nagara,LOTTEGOLLAHALLI,BESIDE OPEN AREA",13.0468,77.568694
1054,1054,9,Vidyaranyapura,"Atturu Layout Yelahanka Road,ATTUR LAYOUT,BESIDE OPEN AREA",13.098008,77.567798
1055,1055,9,Vidyaranyapura,"Thirumala Daba,ATTUR LAYOUT,BESIDE OPEN AREA",13.097582,77.563016
1056,1056,9,Vidyaranyapura,"Vidyaranyapura,VIDYARANYAPURA,BESIDE B.M.T.C. BUS STAND",13.083907,77.560243
1057,1057,9,Vidyaranyapura,"Echal Mara Vidyaranyapura,VIDYARANYAPURA,BESIDE MAYUR FOOTWEAR",13.079847,77.559294
1058,1058,9,Vidyaranyapura,"Vidyaranyapura Post Office,VIDYARANYAPURA,BESIDE POST OFFICE",13.076354,77.558316
1060,1060,10,Dodda Bommasandra,"HMT House,JALAHALLI,BESIDE OPEN AREA",13.054679,77.549073
1061,1061,10,Dodda Bommasandra,"BEL Market,JALAHALLI,BESIDE OPEN AREA",13.051989,77.551867
1062,1062,10,Dodda Bommasandra,"State Bank BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED PARK",13.04930937,77.55409973
1063,1063,10,Dodda Bommasandra,"BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED COMPOUND",13.045086,77.556719
1064,1064,10,Dodda Bommasandra,"Ramachandrpura,RAMACHANDRAPURA,BESIDE RANJITHA MEDICALS",13.06185356,77.55115986
1065,1065,10,Dodda Bommasandra,"Manjunatha tent,RAMACHANDRAPURA,BESIDE SHREYAS ENTERPRISES",13.057803,77.551327
1066,1066,10,Dodda Bommasandra,"Canara Bank Vidyaranyapura,VIDYARANYAPURA,BESIDE CANARA BANK",13.072196,77.556404
1067,1067,10,Dodda Bommasandra,"Vidhyaranyapura 1st Block,VIDYARANYAPURA,BESIDE BANK OF INDIA",13.07009,77.5554
1068,1068,10,Dodda Bommasandra,Blue field Garden,13.065489,77.552719
1070,1070,11,Kuvempu Nagar,"MS Palya,MOHAMMAD SAB PALYA,BESIDE STATE BANK ATM",13.081462,77.548373
1071,1071,11,Kuvempu Nagar,"Jalahalli East,JALAHALLI EAST,BESIDE OPEN AREA",13.067641,77.544688
1072,1072,11,Kuvempu Nagar,"Gangamma Circle,JALAHALLI EAST,BESIDE NEW BAKERY CENTER",13.058089,77.546206
1073,1073,11,Kuvempu Nagar,"Jelly Machine Yalahanka,CHOWDESHWARI NAGARA,BESIDE OPEN AREA",13.086053,77.555396
1075,1075,11,Kuvempu Nagar,"Vinayaka Nagara,VINAYAKA NAGARA,BESIDE GOLDEN CHICKEN CENTER",13.082804,77.544676
1076,1076,11,Kuvempu Nagar,"Singapura,SINGAPURA VILLAGE,BESIDE OPEN AREA",13.079594,77.538413
1077,1077,11,Kuvempu Nagar,"Singapura Layout,SINGAPURA LAYOUT,BESIDE SHREE LAKSHMI STEEL CENTER",13.07701802,77.53856381
1078,1078,11,Kuvempu Nagar,"Kuvempu Nagara 2nd Stage,KUVEMPU NAGARA 2ND STAGE,BESIDE SUGUNA CHICKEN CENTER",13.07315,77.541383
1079,1079,11,Kuvempu Nagar,"Kuvempu Nagara 1st Stage,KUVEMPU NAGARA 1ST STAGE,BESIDE OPEN AREA",13.06967495,77.54146319
1080,1080,11,Kuvempu Nagar,Jalahalli East Area 7th camp,13.073485,77.546461
1082,1082,11,Kuvempu Nagar,"Jalahalli East,JALAHALLI EAST,BESIDE AIR FORCE QUARTERS",13.069329,77.544615
1083,1083,12,Shettihalli,"Sapthagiri College Chikka Banawara,KIRLOSKAR LAYOUT,BESIDE NEW UDUPI UPAHARA",13.066882,77.503205
1084,1084,12,Shettihalli,"Janapriya Apartments,JANAPRIYA APARTMENTS,BESIDE OPEN AREA",13.07345882,77.5030844
1085,1085,12,Shettihalli,"Chikkabanawara Railway Gate,CHIKKA BANAVARA,BESIDE GREEN COMFORT CAMPUS HOME",13.07551,77.504596
1086,1086,12,Shettihalli,"Abbigere Village,ABBIGERE,BESIDE PANCHAMUKHA GANAPATHI TEMPLE",13.076823,77.525941
1087,1087,12,Shettihalli,Abbigere,13.07252749,77.5236236
1088,1088,12,Shettihalli,"Abbigere Dinne,ABBIGERE,BESIDE SRI GANESH FAST FOOD",13.071163,77.527747
1089,1089,12,Shettihalli,"Abbigere Cross,ABBIGERE CROSS,BESIDE OPEN AREA",13.07079209,77.52956119
1090,1090,12,Shettihalli,"Kammagondanahalli Temple,KAMMAGONDANAHALLI,BESIDE POOJA JEWELLERS & BANKERS",13.063727,77.530608
1091,1091,12,Shettihalli,"SRS Mathikere,KAMMAGONDANAHALLI,BESIDE SRI VENKATESHWARA RICE TRADERS",13.060526,77.531215
1092,1092,12,Shettihalli,"KG Halli Post Office,KAMMAGONDANAHALLI,BESIDE LINO FOOT WEAR",13.056885,77.532679
1311,1311,42,Lakshmi Devi Nagar,"Foreman Training Insititue,GORAGUNTEPALYA,OPPOSITE OF MODERN BREAD FACTORY",13.024747,77.534035
1312,1312,43,Nandini Layout,"Nandhini Layout Bus Station,NANDINI LAYOUT,BESIDE BMTC MAIN BUS STAND",13.011421,77.535878
1313,1313,43,Nandini Layout,"Jai Bhuvaneshwari Nagara,NANDINI LAYOUT 4TH BLOCK,IN FRONT OF B.G.S.MEDICALS & GENERAL STORES",13.014869,77.530549
1314,1314,43,Nandini Layout,SSVB Bakery,13.014041,77.532758
1315,1315,43,Nandini Layout,Ramakrishna Nagara,13.017655,77.534151
1316,1316,43,Nandini Layout,"Jai Maruthi Nagara,NANDINI LAYOUT,OPPOSITE OF NIRMALA CLINIC",13.00992261,77.53267764
1317,1317,43,Nandini Layout,Nandhini Layout Quaters,13.010968,77.534557
1318,1318,43,Nandini Layout,"Ravi Badavane,NANDINI LAYOUT,IN FRONT OF INDIAN CAMBRIDGE SCHOOL",13.006721,77.532563
1319,1319,43,Nandini Layout,Ashraya Nagara,13.016318,77.532091
1321,1321,43,Nandini Layout,Ramakrishna Nagara 2nd Main,13.01656,77.533969
1322,1322,44,Marappana Palya,"Govardhan Talkies,YESHAWANTHPURA,BESIDE BSNL OFFICE",13.018509,77.553419
1323,1323,44,Marappana Palya,"Krishnananda Nagara ,KRISHNANANDA NAGARA,IN FRONT OF POLICE QUARTERS",13.01848015,77.54084643
1324,1324,44,Marappana Palya,"Shankar Nagara,SHANKARA NAGARA,IN FRONT OF SYNDICATE BANK ATM, OPPOSITE OF SYNDICATE BANK",13.015543,77.543883
1325,1325,45,Malleswaram,Tata Institute,13.01566,77.562896
1327,1327,45,Malleswaram,"Kamala Neharu Extension,YESHAWANTHAPURA,IN FRONT OF NEW STAR BEDDING HOUSE",13.025615,77.557675
1328,1328,45,Malleswaram,"Yeshwanthpura Market,YESHAWANTHAPURA,IN FRONT OF STATE BANK OF INDIA",13.020383,77.555836
1329,1329,45,Malleswaram,Yashwanthpura Circle,13.018794,77.557809
1330,1330,45,Malleswaram,Yeshwanthpura TTMC,13.01775,77.55692
1332,1332,45,Malleswaram,"Mysore Lamps,MALLESHWARAM,OPPOSITE OF MYSORE LAMPS FACTORY",13.014198,77.560225
1333,1333,45,Malleswaram,"Malleshwaram 18th Cross,MALLESHWARAM,BESIDE RATHNAM COMPLEX & BABA BED SHOP",13.009223,77.563125
1334,1334,45,Malleswaram,"Malleshwaram 13th Cross,MALLESHWARAM,BESIDE JANATHA CO-OPERATIVE BANK",13.007191,77.564319
1336,1336,45,Malleswaram,"Yeshwanthpura Tollgate,YESHAWANTHAPURA,OPPOSITE OF KENDRIYA VIDYALAYA",13.018486,77.561205
1340,1340,46,Jayachamarajendra Nagar,"Matada Halli,RT NAGARA POST OFFICE,BESIDE SHRI RADHAKRISHNA THEATER",13.013564,77.593682
1341,1341,46,Jayachamarajendra Nagar,"CIL,JC NAGARA, RT NAGARA,IN FRONT OF KARANTH ENCLAVE",13.01172,77.593355
1342,1342,46,Jayachamarajendra Nagar,TV Tower Munireddy palya,13.00916,77.591194
1343,1343,46,Jayachamarajendra Nagar,"JC Nagara,JC NAGARA,BESIDE POST OFFICE",13.006659,77.592822
1344,1344,46,Jayachamarajendra Nagar,"Dinnur,RT NAGARA,IN FRONT OF ANUGRAHA WINES",13.024004,77.598768
