sl_no,hospital_name,taluk,district,search_address,lat,lon
822,Sharada Gourai Maternity &Nursing Home Ashoke Nagar Nipani,Chikodi,Belagavi,"Sharada Gourai Maternity &Nursing Home Ashoke Nagar Nipani, Chikodi, Belagavi, Karnataka, India",16.403427,74.382251
823,Aastha Maternity Care Nerli Hospital Near Post Office Ashoke Nagarnipani,Chikodi,Belagavi,"Aastha Maternity Care Nerli Hospital Near Post Office Ashoke Nagarnipani, Chikodi, Belagavi, Karnataka, India",16.403557,74.383711
824,Venugram Hospital Cts 785 2Nd Cross Hindu Nagar Belagavi,Belagavi,Belagavi,"Venugram Hospital Cts 785 2Nd Cross Hindu Nagar Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
825,Khi Hospital Ghatabrabha Tq:Gokak Dist: Belgavi,Belagavi,Belagavi,"Khi Hospital Ghatabrabha Tq:Gokak Dist: Belgavi, Belagavi, Belagavi, Karnataka, India",15.7560576,74.6512764
826,Shree Sadguru Nursing Home Vitthalrao Sawant Nagar Nipani Tq:Chikodi Dist:Belgavi,Chikodi,Belagavi,"Shree Sadguru Nursing Home Vitthalrao Sawant Nagar Nipani Tq:Chikodi Dist:Belgavi, Chikodi, Belagavi, Karnataka, India",16.4291,74.586403
827,Patteds Fertility & Research Centre Cts 4824 C Plot No 56 Sp Bunglow Raod Belgaum,Belagavi,Belagavi,"Patteds Fertility & Research Centre Cts 4824 C Plot No 56 Sp Bunglow Raod Belgaum, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
828,Kle Belgavi,Belagavi,Belagavi,"Kle Belgavi, Belagavi, Belagavi, Karnataka, India",15.7560576,74.6512764
829,Sankalp Nursing Homeopp. Ist Railway Gatedeshmukh Road Tilakwadibelgaum. Ph: 2466623.,Belagavi,Belagavi,"Sankalp Nursing Homeopp. Ist Railway Gatedeshmukh Road Tilakwadibelgaum. Ph: 2466623., Belagavi, Belagavi, Karnataka, India",15.8527648,74.5111188
830,Tejanwar Hospital Sai Sontosh Complex  1 St Floor  Raghunath Peth   Angol Belgavi,Belagavi,Belagavi,"Tejanwar Hospital Sai Sontosh Complex  1 St Floor  Raghunath Peth   Angol Belgavi, Belagavi, Belagavi, Karnataka, India",15.7560576,74.6512764
831,Kodkanys Maternity  & Nursing Home  Maruti Galli Belagavi,Belagavi,Belagavi,"Kodkanys Maternity  & Nursing Home  Maruti Galli Belagavi, Belagavi, Belagavi, Karnataka, India",15.857923,74.511131
832,Navadgi Nursing Home Near Bus Stand  Soundatti,Savadatti,Belagavi,"Navadgi Nursing Home Near Bus Stand  Soundatti, Savadatti, Belagavi, Karnataka, India",15.772913,75.110919
833,Jeevan Maternity & Surgical Hospital  Manjari Tal Chikodi,Chikodi,Belagavi,"Jeevan Maternity & Surgical Hospital  Manjari Tal Chikodi, Chikodi, Belagavi, Karnataka, India",16.425465,74.588455
834,Womens Hospital Near Maratha Mandal Sakharwadi Nipani  Tal Chikodi,Chikodi,Belagavi,"Womens Hospital Near Maratha Mandal Sakharwadi Nipani  Tal Chikodi, Chikodi, Belagavi, Karnataka, India",16.4298516,74.5838016
835,Metri Hospital Shala Sankeern Near Basaveshwar Circle Athani,Athni,Belagavi,"Metri Hospital Shala Sankeern Near Basaveshwar Circle Athani, Athni, Belagavi, Karnataka, India",16.7293104,75.0614908
836,Multyspeciallty Hospital  Mrc Basav  Marg Ramdurg,Ramdurg,Belagavi,"Multyspeciallty Hospital  Mrc Basav  Marg Ramdurg, Ramdurg, Belagavi, Karnataka, India",15.94825494,75.29811865
837,Malaprabha Multyspeciallty Hospital  Near Bus Stand Bailhongal,Bailahongala,Belagavi,"Malaprabha Multyspeciallty Hospital  Near Bus Stand Bailhongal, Bailahongala, Belagavi, Karnataka, India",15.864199,74.511541
839,Lifeline  Maternity  & Genral Hospital   Behind Dharmanath Bhavan  Ramnagar   Belagavi,Belagavi,Belagavi,"Lifeline  Maternity  & Genral Hospital   Behind Dharmanath Bhavan  Ramnagar   Belagavi, Belagavi, Belagavi, Karnataka, India",15.8850215,74.5121413
840,Shree Ram Hospital Athani,Athni,Belagavi,"Shree Ram Hospital Athani, Athni, Belagavi, Karnataka, India",16.73095,75.0861
841,Harendra Polyclinice 1708 Ramdevgalli Belagavi,Belagavi,Belagavi,"Harendra Polyclinice 1708 Ramdevgalli Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
842,Devarshi Hospital Sakharwadi Nipani  Tal Chikodi,Chikodi,Belagavi,"Devarshi Hospital Sakharwadi Nipani  Tal Chikodi, Chikodi, Belagavi, Karnataka, India",16.41840806,74.58347384
843,Mulityspeciality Hospital Near Shivaji Circle Madhabavi Road Athani Tq:- Athani Dist:-Belagavi .,Athni,Belagavi,"Mulityspeciality Hospital Near Shivaji Circle Madhabavi Road Athani Tq:- Athani Dist:-Belagavi ., Athni, Belagavi, Karnataka, India",12.9190968,77.6382137
844,Dhanvantri Hospital Patil Galli Bailhongal. Tq:- Bailhongal Dist:-Belagavi,Bailahongala,Belagavi,"Dhanvantri Hospital Patil Galli Bailhongal. Tq:- Bailhongal Dist:-Belagavi, Bailahongala, Belagavi, Karnataka, India",15.8527648,74.5111188
845,Shree Sai Clinic  And Maternity Home Bdcc Bank Kurabar Galli  Tq:- Athani Dist:-Belagavi.,Athni,Belagavi,"Shree Sai Clinic  And Maternity Home Bdcc Bank Kurabar Galli  Tq:- Athani Dist:-Belagavi., Athni, Belagavi, Karnataka, India",16.726622,75.064031
846,Cardinal Gracias Hospital Nirmal Nagar Modage  Tq:- Belagavi Dist:-Belagavi.,Belagavi,Belagavi,"Cardinal Gracias Hospital Nirmal Nagar Modage  Tq:- Belagavi Dist:-Belagavi., Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
847,Decen Medical Centre Goods Sheed Road Over Bridge Belgaum Tq:- Belagavi Dist:-Belagavi,Belagavi,Belagavi,"Decen Medical Centre Goods Sheed Road Over Bridge Belgaum Tq:- Belagavi Dist:-Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
849,"Jaydeep Nursinng Home, Ashok Nagr Nippani  Tq:- Chikkodi Dist:-Belagavi",Chikodi,Belagavi,"Jaydeep Nursinng Home, Ashok Nagr Nippani  Tq:- Chikkodi Dist:-Belagavi, Chikodi, Belagavi, Karnataka, India",16.4291,74.586403
850,Sangmeshwar Multispecialty Hospital Nrae Koranmath Hospital  Halyal Raod Gasti Plot  Tq:- Athani Dist:-Belagavi,Athni,Belagavi,"Sangmeshwar Multispecialty Hospital Nrae Koranmath Hospital  Halyal Raod Gasti Plot  Tq:- Athani Dist:-Belagavi, Athni, Belagavi, Karnataka, India",16.6528502,75.0327572
851,Sangmeshwar Multispecialty Hospital Nrae Koranmath Hospital  Halyal Raod Gasti Plot  Tq:- Athani Dist:-Belagavi,Belagavi,Belagavi,"Sangmeshwar Multispecialty Hospital Nrae Koranmath Hospital  Halyal Raod Gasti Plot  Tq:- Athani Dist:-Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
852,Belgaum College Road Multispecialty Hospital Pvt.Ltd Ctc No 3375   Tq:- Belagavi Dist:-Belagavi.,Raybag,Belagavi,"Belgaum College Road Multispecialty Hospital Pvt.Ltd Ctc No 3375   Tq:- Belagavi Dist:-Belagavi., Raybag, Belagavi, Karnataka, India",16.492599,74.774803
853,Suraksha Maternity Home And Gynecological Centre At/Po: Harugeri  Tq:- Rayabag  Dist:-Belagav,Gokak,Belagavi,"Suraksha Maternity Home And Gynecological Centre At/Po: Harugeri  Tq:- Rayabag  Dist:-Belagav, Gokak, Belagavi, Karnataka, India",16.171801,74.836304
854,Riti Hospital Shetti Building College Road Mudalgi Tq:- Gokak  Dist:-Belagavi,Chikodi,Belagavi,"Riti Hospital Shetti Building College Road Mudalgi Tq:- Gokak  Dist:-Belagavi, Chikodi, Belagavi, Karnataka, India",16.4291,74.586403
855,Arihant Multispecialty Hospital Bedkihal Circle Shamanewadi  Tq:- Chikkodi Dist:-Belagavi,Gokak,Belagavi,"Arihant Multispecialty Hospital Bedkihal Circle Shamanewadi  Tq:- Chikkodi Dist:-Belagavi, Gokak, Belagavi, Karnataka, India",16.171801,74.836304
856,"Arogya Adhar Hospital Hotel Lakshmi Vihar 1St Floor, Byalikata Gokak  Tq:- Gokak  Dist:-Belagavi.",Gokak,Belagavi,"Arogya Adhar Hospital Hotel Lakshmi Vihar 1St Floor, Byalikata Gokak  Tq:- Gokak  Dist:-Belagavi., Gokak, Belagavi, Karnataka, India",16.171801,74.836304
857,"Place Arogya Human And Child Care Hospital Sangameshwar Complex, Opp Court Gokak Tq:- Gokak  Dist:-Belagavi",Belagavi,Belagavi,"Place Arogya Human And Child Care Hospital Sangameshwar Complex, Opp Court Gokak Tq:- Gokak  Dist:-Belagavi, Belagavi, Belagavi, Karnataka, India",16.660244,74.823616
858,Shri Nandi Clinic Rukmini Nagar Plot No 3 Rs 727 Opp Kmf Dairy Tq:- Belagavi  Dist:-Belagavi,Gokak,Belagavi,"Shri Nandi Clinic Rukmini Nagar Plot No 3 Rs 727 Opp Kmf Dairy Tq:- Belagavi  Dist:-Belagavi, Gokak, Belagavi, Karnataka, India",14.378704,75.458464
859,Iqra Surgical And Maternity Hospital Power Building Byalikata Gokak Tq:- Gokak  Dist:-Belagavi,Raybag,Belagavi,"Iqra Surgical And Maternity Hospital Power Building Byalikata Gokak Tq:- Gokak  Dist:-Belagavi, Raybag, Belagavi, Karnataka, India",16.492599,74.774803
860,Shri Mallikarjun Mulityspeciality Hospital Harugeri Tq:- Raybag Dist:-Belagavi,Athni,Belagavi,"Shri Mallikarjun Mulityspeciality Hospital Harugeri Tq:- Raybag Dist:-Belagavi, Athni, Belagavi, Karnataka, India",16.7255,75.063103
861,Mulityspeciality Hospital Near Shivaji Circle Madhabavi Road Athani Tq:- Athani Dist:-Belagavi .,Bailahongala,Belagavi,"Mulityspeciality Hospital Near Shivaji Circle Madhabavi Road Athani Tq:- Athani Dist:-Belagavi ., Bailahongala, Belagavi, Karnataka, India",12.9190968,77.6382137
862,Dhanvantri Hospital Patil Galli Bailhongal. Tq:- Bailhongal Dist:-Belagavi,Athni,Belagavi,"Dhanvantri Hospital Patil Galli Bailhongal. Tq:- Bailhongal Dist:-Belagavi, Athni, Belagavi, Karnataka, India",16.7255,75.063103
865,Deccan Medical Centre Goods Sheed Road Over Bridge Belgaum Tq:- Belagavi Dist:-Belagavi,Belagavi,Belagavi,"Deccan Medical Centre Goods Sheed Road Over Bridge Belgaum Tq:- Belagavi Dist:-Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
867,"Jaydeep Nursinng Home, Ashok Nagr Nippani  Tq:- Chikkodi Dist:-Belagavi",Athni,Belagavi,"Jaydeep Nursinng Home, Ashok Nagr Nippani  Tq:- Chikkodi Dist:-Belagavi, Athni, Belagavi, Karnataka, India",16.7255,75.063103
869,Sangmeshwar Multispecialty Hospital Nrae Koranmath Hospital  Halyal Raod Gasti Plot  Tq:- Athani Dist:-Belagavi,Raybag,Belagavi,"Sangmeshwar Multispecialty Hospital Nrae Koranmath Hospital  Halyal Raod Gasti Plot  Tq:- Athani Dist:-Belagavi, Raybag, Belagavi, Karnataka, India",16.492599,74.774803
870,Belgaum College Road Multispecialty Hospital Pvt.Ltd Ctc No 3375   Tq:- Belagavi Dist:-Belagavi.,Gokak,Belagavi,"Belgaum College Road Multispecialty Hospital Pvt.Ltd Ctc No 3375   Tq:- Belagavi Dist:-Belagavi., Gokak, Belagavi, Karnataka, India",16.171801,74.836304
871,Suraksha Maternity Home And Gynecological Centre At/Po: Harugeri  Tq:- Rayabag  Dist:-Belagav,Chikodi,Belagavi,"Suraksha Maternity Home And Gynecological Centre At/Po: Harugeri  Tq:- Rayabag  Dist:-Belagav, Chikodi, Belagavi, Karnataka, India",16.4291,74.586403
872,Riti Hospital Shetti Building College Road Mudalgi Tq:- Gokak  Dist:-Belagavi,Gokak,Belagavi,"Riti Hospital Shetti Building College Road Mudalgi Tq:- Gokak  Dist:-Belagavi, Gokak, Belagavi, Karnataka, India",16.171801,74.836304
874,"Arogya Adhar Hospital Hotel Lakshmi Vihar 1St Floor, Byalikata Gokak  Tq:- Gokak  Dist:-Belagavi.",Belagavi,Belagavi,"Arogya Adhar Hospital Hotel Lakshmi Vihar 1St Floor, Byalikata Gokak  Tq:- Gokak  Dist:-Belagavi., Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
875,"Place Arogya Women And Child Care Hospital Sangameshwar Complex, Opp Court Gokak Tq:- Gokak  Dist:-Belagavi",Gokak,Belagavi,"Place Arogya Women And Child Care Hospital Sangameshwar Complex, Opp Court Gokak Tq:- Gokak  Dist:-Belagavi, Gokak, Belagavi, Karnataka, India",16.1634088,74.8188428
876,Shri Nandi Clinic Rukmini Nagar Plot No 3 Rs 727 Opp Kmf Dairy Tq:- Belagavi  Dist:-Belagavi,Raybag,Belagavi,"Shri Nandi Clinic Rukmini Nagar Plot No 3 Rs 727 Opp Kmf Dairy Tq:- Belagavi  Dist:-Belagavi, Raybag, Belagavi, Karnataka, India",14.378704,75.458464
877,Iqra Surgical And Maternity Hospital Power Building Byalikata Gokak Tq:- Gokak  Dist:-Belagavi,Hukeri,Belagavi,"Iqra Surgical And Maternity Hospital Power Building Byalikata Gokak Tq:- Gokak  Dist:-Belagavi, Hukeri, Belagavi, Karnataka, India",16.2379,74.6017
878,Shri Mallikarjun Mulityspeciality Hospital Harugeri Tq:- Raybag Dist:-Belagavi,Gokak,Belagavi,"Shri Mallikarjun Mulityspeciality Hospital Harugeri Tq:- Raybag Dist:-Belagavi, Gokak, Belagavi, Karnataka, India",15.8853,74.527271
879,Kumudini.Hospital.& Maternity Home  Sankeshwar Tq: Hukkeri Dist: Belagavi,Chikodi,Belagavi,"Kumudini.Hospital.& Maternity Home  Sankeshwar Tq: Hukkeri Dist: Belagavi, Chikodi, Belagavi, Karnataka, India",16.2549091,74.4829953
880,"Jayartna Maternity Home And Laparoscopic Hospital, Court Circle, Falls Road Gokak Tq- Gokak Dist- Belagavi",Gokak,Belagavi,"Jayartna Maternity Home And Laparoscopic Hospital, Court Circle, Falls Road Gokak Tq- Gokak Dist- Belagavi, Gokak, Belagavi, Karnataka, India",16.171801,74.836304
881,"Shri Sai Maternity And Surgical Hospital, Rk Colony Chikkodi Tq- Chikkodi Dist-Belagavi",Belagavi,Belagavi,"Shri Sai Maternity And Surgical Hospital, Rk Colony Chikkodi Tq- Chikkodi Dist-Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
882,"Ganga Hospital, Mayur School Road, Gokak Tq- Gokak Dist- Belagavi",Belagavi,Belagavi,"Ganga Hospital, Mayur School Road, Gokak Tq- Gokak Dist- Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
883,"Motherhood Hospital And Fertility Centre, Meenaxi Bhavan, Patil Galli, Belagavi",Belagavi,Belagavi,"Motherhood Hospital And Fertility Centre, Meenaxi Bhavan, Patil Galli, Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
884,"Ashoka Hospital, Plot No: 4817/19, Near Corporation Office, Subhas Nagar Belagavi",Belagavi,Belagavi,"Ashoka Hospital, Plot No: 4817/19, Near Corporation Office, Subhas Nagar Belagavi, Belagavi, Belagavi, Karnataka, India",15.872735,74.517252
885,"Ashoka Hospital, Plot No: 4817/19, Near Corporation Office, Subhas Nagar Belagavi",Athni,Belagavi,"Ashoka Hospital, Plot No: 4817/19, Near Corporation Office, Subhas Nagar Belagavi, Athni, Belagavi, Karnataka, India",15.872735,74.517252
887,"Annapoorna Multispeciality Hospital, Ambedkar Circle, Athani Tq-Athani Dist-Belagavi",Athni,Belagavi,"Annapoorna Multispeciality Hospital, Ambedkar Circle, Athani Tq-Athani Dist-Belagavi, Athni, Belagavi, Karnataka, India",16.73095,75.0861
889,Viajya Multi Specaility Hospital Bidar,Bidar,Bidar,"Viajya Multi Specaility Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
890,Safa Hospital  Bidar,Bidar,Bidar,"Safa Hospital  Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
891,Mathoshree Hospital Bidar,Bidar,Bidar,"Mathoshree Hospital Bidar, Bidar, Bidar, Karnataka, India",17.9129946,77.5136972
892,Fpai Hospital Bidar,Bidar,Bidar,"Fpai Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
893,Raja Rajeshwari Hospital Bidar,Bidar,Bidar,"Raja Rajeshwari Hospital Bidar, Bidar, Bidar, Karnataka, India",17.913023,77.520161
894,Sparsh Hosppital Bidar,Bidar,Bidar,"Sparsh Hosppital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
895,Navjeevan Hospital Bidar,Bidar,Bidar,"Navjeevan Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
896,Gurpadappa Hospital Bidar,Bidar,Bidar,"Gurpadappa Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
897,Saipreeth Bhalke Bidar,Bidar,Bidar,"Saipreeth Bhalke Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
898,Sangmeshwar Hospital Bidar,Bidar,Bidar,"Sangmeshwar Hospital Bidar, Bidar, Bidar, Karnataka, India",17.9151105,77.5129191
899,Vivek  Nursing Home Bidar,Bidar,Bidar,"Vivek  Nursing Home Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
900,Gudage Hospital Bidar,Bidar,Bidar,"Gudage Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
901,Mahalaxmi Surgical Home Bidar,Bidar,Bidar,"Mahalaxmi Surgical Home Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
902,Siddharoad Surgical Nursing Home,Bidar,Bidar,"Siddharoad Surgical Nursing Home, Bidar, Bidar, Karnataka, India",17.90802,77.51524
903,Kamtikar Hospital Bidar,Bidar,Bidar,"Kamtikar Hospital Bidar, Bidar, Bidar, Karnataka, India",17.9160986,77.5142038
904,Shree Hospital Bidar,Bidar,Bidar,"Shree Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
905,Krishana Murty Hospital Bidar,Bidar,Bidar,"Krishana Murty Hospital Bidar, Bidar, Bidar, Karnataka, India",17.9133229,77.5229249
906,Susharth Nursing Home Bidar,Bidar,Bidar,"Susharth Nursing Home Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
907,Prayavi Hospital Bidar,Bidar,Bidar,"Prayavi Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
908,Shanti Metranity Hospital Bidar,Bidar,Bidar,"Shanti Metranity Hospital Bidar, Bidar, Bidar, Karnataka, India",17.90802,77.51524
909,Harookd  Hospital Humnabad,Homnabad,Bidar,"Harookd  Hospital Humnabad, Homnabad, Bidar, Karnataka, India",17.7646979,77.1228197
910,Mathoshree Hospital Chitguppa,Homnabad,Bidar,"Mathoshree Hospital Chitguppa, Homnabad, Bidar, Karnataka, India",17.7702724,77.1306489
911,New Rifa Hospital Basavakalyan,Basavakalyan,Bidar,"New Rifa Hospital Basavakalyan, Basavakalyan, Bidar, Karnataka, India",17.877528,76.956417
912,Anand Maternity Hospital  Basavakalyan,Basavakalyan,Bidar,"Anand Maternity Hospital  Basavakalyan, Basavakalyan, Bidar, Karnataka, India",17.85831034,76.94807667
913,Talwade Hospital Bhalki,Bhalki,Bidar,"Talwade Hospital Bhalki, Bhalki, Bidar, Karnataka, India",18.0470986,77.218247
914,Patil Metranity Hospital Bhalki,Bhalki,Bidar,"Patil Metranity Hospital Bhalki, Bhalki, Bidar, Karnataka, India",18.04288932,77.21709996
915,R K Hospital,Chamarajanagar,Chamarajanagara,"R K Hospital, Chamarajanagar, Chamarajanagara, Karnataka, India",11.927809,76.944338
916,Basavarajendra Hospital,Chamarajanagar,Chamarajanagara,"Basavarajendra Hospital, Chamarajanagar, Chamarajanagara, Karnataka, India",11.928373,76.942061
917,Vam Hospital,Gundlupet,Chamarajanagara,"Vam Hospital, Gundlupet, Chamarajanagara, Karnataka, India",11.817424,76.684655
918,Suraksha Nursing Home,Kollegal,Chamarajanagara,"Suraksha Nursing Home, Kollegal, Chamarajanagara, Karnataka, India",12.153,77.105904
919,Shanthi Nursing Home,Kollegal,Chamarajanagara,"Shanthi Nursing Home, Kollegal, Chamarajanagara, Karnataka, India",12.1514658,77.1066727
920,Mudduveerappa Nursing Home,Kollegal,Chamarajanagara,"Mudduveerappa Nursing Home, Kollegal, Chamarajanagara, Karnataka, India",12.153,77.105904
921,Ashwini Nursing Home,Yelandur,Chamarajanagara,"Ashwini Nursing Home, Yelandur, Chamarajanagara, Karnataka, India",12.0461937,77.0294208
922,Pathy Hospital,Chikkaballapura,Chikkaballapura,"Pathy Hospital, Chikkaballapura, Chikkaballapura, Karnataka, India",13.4312,77.732597
923,R.K.Nursing Home,Chintamani,Chikkaballapura,"R.K.Nursing Home, Chintamani, Chikkaballapura, Karnataka, India",13.4003782,78.0512679
924,Mysore Hospital,Chintamani,Chikkaballapura,"Mysore Hospital, Chintamani, Chikkaballapura, Karnataka, India",13.4015,78.055298
925,Manasa Sln Hospital,Bagepalli,Chikkaballapura,"Manasa Sln Hospital, Bagepalli, Chikkaballapura, Karnataka, India",13.784564,77.7892825
926,Manasa Hospital,Chikkaballapura,Chikkaballapura,"Manasa Hospital, Chikkaballapura, Chikkaballapura, Karnataka, India",13.4312,77.732597
927,Jeevan Hospital,Chikkaballapura,Chikkaballapura,"Jeevan Hospital, Chikkaballapura, Chikkaballapura, Karnataka, India",13.4351349,77.731195
928,Dr N Venkatareddy Memorial Hospital,Chintamani,Chikkaballapura,"Dr N Venkatareddy Memorial Hospital, Chintamani, Chikkaballapura, Karnataka, India",13.3987267,78.0555663
929,Manasa Hospital,Gauribidanur,Chikkaballapura,"Manasa Hospital, Gauribidanur, Chikkaballapura, Karnataka, India",13.606111,77.514581
930,Deccon Hospital,Chintamani,Chikkaballapura,"Deccon Hospital, Chintamani, Chikkaballapura, Karnataka, India",13.392186,78.047461
931,Rsl Nursing Home,Chintamani,Chikkaballapura,"Rsl Nursing Home, Chintamani, Chikkaballapura, Karnataka, India",13.396669,78.052414
932,Shrinivasa Hospital Kadur.,Kadur,Chikkamagaluru,"Shrinivasa Hospital Kadur., Kadur, Chikkamagaluru, Karnataka, India",13.32630408,75.79901214
933,"Shri Shathya Sai Hospital, Kadur",Kadur,Chikkamagaluru,"Shri Shathya Sai Hospital, Kadur, Kadur, Chikkamagaluru, Karnataka, India",13.5526,76.008698
934,"Shri Basaveshwara Hospital, Kadur.",Kadur,Chikkamagaluru,"Shri Basaveshwara Hospital, Kadur., Kadur, Chikkamagaluru, Karnataka, India",13.55235,76.01096
935,Laxmi Hospital Kadur.,Kadur,Chikkamagaluru,"Laxmi Hospital Kadur., Kadur, Chikkamagaluru, Karnataka, India",13.5561374,76.0147187
936,"Balaji Nursing Home, Kadur.",Kadur,Chikkamagaluru,"Balaji Nursing Home, Kadur., Kadur, Chikkamagaluru, Karnataka, India",13.55233,76.01536
937,"Savi, Madhuvana, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Savi, Madhuvana, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
938,"Chethana Hospital, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Chethana Hospital, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
939,"Shri Mallikarjuna Poly Clinic, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Shri Mallikarjuna Poly Clinic, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.30630909,75.77253111
940,"Annapurna Hospital, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Annapurna Hospital, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.31172,75.77022
941,"Aruna Nursig Home, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Aruna Nursig Home, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
942,"Prashanthi, Hospital Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Prashanthi, Hospital Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
943,"Anuradha Hospital, Chikkamagaluru",Chikkamagaluru,Chikkamagaluru,"Anuradha Hospital, Chikkamagaluru, Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
944,"Ashraya Hospital, Chikkamagaluru",Chikkamagaluru,Chikkamagaluru,"Ashraya Hospital, Chikkamagaluru, Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
945,"Joldal Health Care Complex, Chikkamagaluru",Chikkamagaluru,Chikkamagaluru,"Joldal Health Care Complex, Chikkamagaluru, Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
946,"Ashirvad Hospital, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Ashirvad Hospital, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
947,"Kavery Memorial Hospital, Kalasa Mudigere Taluk",Mudigere,Chikkamagaluru,"Kavery Memorial Hospital, Kalasa Mudigere Taluk, Mudigere, Chikkamagaluru, Karnataka, India",13.233324,75.356041
948,"Mudigere Clinic, Mudigere Adenthaya",Mudigere,Chikkamagaluru,"Mudigere Clinic, Mudigere Adenthaya, Mudigere, Chikkamagaluru, Karnataka, India",13.1352,75.640602
949,Raj Nursing Home Tharikere.,Tarikere,Chikkamagaluru,"Raj Nursing Home Tharikere., Tarikere, Chikkamagaluru, Karnataka, India",13.7073842,75.8237497
950,"Shri Laxmi Medicare, Chikkamagaluru.",Chikkamagaluru,Chikkamagaluru,"Shri Laxmi Medicare, Chikkamagaluru., Chikkamagaluru, Chikkamagaluru, Karnataka, India",13.3143854,75.7754698
951,"Chethana Hospital, Kadur.",Kadur,Chikkamagaluru,"Chethana Hospital, Kadur., Kadur, Chikkamagaluru, Karnataka, India",13.55234,76.00997
952,"Maruthi Hospital, Kadur.",Kadur,Chikkamagaluru,"Maruthi Hospital, Kadur., Kadur, Chikkamagaluru, Karnataka, India",13.557991,76.011121
953,Sharada Dhanvanthari Charitable Hospital Shringery.,Sringeri,Chikkamagaluru,"Sharada Dhanvanthari Charitable Hospital Shringery., Sringeri, Chikkamagaluru, Karnataka, India",13.4294915,75.2542363
954,Adarsha Hospital,Koppa,Chikkamagaluru,"Adarsha Hospital, Koppa, Chikkamagaluru, Karnataka, India",13.5361202,75.354989
955,Harsha Laxmi Hospital,Koppa,Chikkamagaluru,"Harsha Laxmi Hospital, Koppa, Chikkamagaluru, Karnataka, India",13.5561374,76.0147187
956,Pushpa  Hospital N.R.Pura,Narasimharajapura,Chikkamagaluru,"Pushpa  Hospital N.R.Pura, Narasimharajapura, Chikkamagaluru, Karnataka, India",13.60766,75.50481
957,Basaveshwara Hospital & Research Centre,Chitradurga,Chitradurga,"Basaveshwara Hospital & Research Centre, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
958,Shreyas Health Care Centre,Chitradurga,Chitradurga,"Shreyas Health Care Centre, Chitradurga, Chitradurga, Karnataka, India",14.227901,76.404201
959,Vaishali Nursing Home,Chitradurga,Chitradurga,"Vaishali Nursing Home, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
960,Sunitha Nursing Home,Chitradurga,Chitradurga,"Sunitha Nursing Home, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
